,Clinic Name,Distance and Status,Address,Location,Contact Info
33,Central 24-Hr Clinic (Yishun),16.7 km - Open 24 Hrs,701A Yishun Ave 5 #01-04,Singapore 761701,T +65 6759 7985 F +65 6759 7984
34,Yishunone Family Clinic,16.7 km - Closing in 1 hr 44 min,743 Yishun Ave 5 #01-534,Singapore 760743,T +65 6759 0950 F +65 6759 0950
35,Pier Medical Centre,16.73 km - Closing in 1 hr 59 min,725 Jurong West Ave 5 #01-164,Singapore 640725,T +65 6791 5677
36,One Medical Clinic,16.77 km - Closed,728 Jurong West Ave 5 #01-K1,Singapore 640728,T +65 6792 2143
37,Lifecare Family Clinic & Surgery,16.83 km - Closing in 1 hr 44 min,102 Yishun Ave 5 #01-133,Singapore 760102,T +65 6758 0453 F +65 6758 0453
38,Healthway Medical Clinic (Yishun 101),16.85 km - Closing in 2 hr 14 min,101 Yishun Ave 5 #01-15,Singapore 760101,T +65 6755 1345 F +65 6755 1346
39,Ren Medical Clinic,16.85 km - Closing in 1 hr 44 min,101 Yishun Ave 5 #01-31,Singapore 760101,T +65 6257 6965
40,G & H Medical Clinic,16.88 km - Closing in 1 hr 44 min,106 Yishun Ring Road #01-173,Singapore 760106,T +65 6758 6322
41,Faircare Family Clinic (Yishun),16.89 km - Closing in 2 hr 14 min,103 Yishun Ring Road #01-73,Singapore 760103,T +65 6970 9691
42,Everhealth Family Clinic & Surgery,16.92 km - Closing in 5 hr 14 min,762 Jurong West St 75 #01-290 Gek Poh Shopping Centre,Singapore 640762,T +65 6793 3113
43,Faith Family Clinic (Jurong),16.92 km - Closing in 1 hr 44 min,762 Jurong West St 75 #01-316,Singapore 640762,T +65 6791 6780
44,Heartland Family Clinic,16.92 km - Closing in 1 hr 14 min,333C Yishun St 31 #01-167,Singapore 763333,T +65 6250 0655 F +65 6250 2803
45,Lee Family Clinic,16.92 km - Closing in 1 hr 14 min,762 Jurong West St 75 #02-262 Gek Poh Shopping Centre,Singapore 640762,T +65 6794 0217
46,Pidemco Medical Centre,16.92 km - Closed,156 Yishun St 11 #01-112,Singapore 760156,T +65 6756 0606
47,Universal Medical & Dental Clinic,16.92 km - Closed,103 Yishun Ring Road #01-99,Singapore 760103,T +65 6758 9955
48,Pinnacle Family Clinic (Northshore Plaza 1),16.93 km - Closed,Blk 407 Northshore Drive #02-18,Singapore 820407,T +65 6518 9586
49,Shenton Family Medical Clinic (Yishun),16.98 km - Closing in 0 hr 14 min,160 Yishun St 11 #01-200,Singapore 760160,T +65 6851 6233
50,Precious Medical Clinic,16.99 km - Closed,333B Yishun St 31 #01-183 Yishun Riverwalk,Singapore 762333,T +65 6251 7166
51,Onecare Clinic Junction 9,17.02 km - Closing in 0 hr 14 min,"18 Yishun Ave 9, Junction 9 #01-35",Singapore 768897,T +65 6513 9351
52,Pasir Ris Clinic & Surgery,17.03 km - Closing in 1 hr 14 min,442 Pasir Ris Dr 6 #01-28,Singapore 510442,T +65 6582 0502
53,Dr Soh Family Clinic,17.05 km - Closing in 1 hr 44 min,966 Jurong West St 93 #01-221,Singapore 640966,T +65 6791 7735
54,Faircare Family Clinic (Clementi),17.07 km - Closing in 1 hr 44 min,345 Clementi Ave 5 #01-94,Singapore 120345,T +65 6250 3198
55,Central 24-Hr Clinic (Pasir Ris),17.08 km - Open 24 Hrs,446 Pasir Ris Dr 6 #01-122,Singapore 510446,T +65 6582 2640
56,Life-Link Clinic & Surgery,17.08 km - Closing in 9 hr 14 min,446 Pasir Ris Dr 6 #01-120,Singapore 510446,T +65 6583 4402
57,Gooddoctors Medical Clinic,17.08 km - Closing in 7 hr 14 min,18 Yishun Ave 9 #02-55 Junction Nine,Singapore 768897,T +65 6909 3457
58,Lily Aw Pasir Ris Family Clinic & Surgery,17.08 km - Closing in 1 hr 44 min,446 Pasir Ris Dr 6 #01-116,Singapore 510446,T +65 6582 2122
59,Tan Lee Clinic & Surgery,17.08 km - Closing in 1 hr 44 min,446 Pasir Ris Dr 6 #01-126,Singapore 510446,T +65 6582 7448
60,First Medical Centre (Yishun),17.11 km - Closing in 1 hr 44 min,110 Yishun Ring Road #01-399,Singapore 760110,T +65 6759 1485
61,Citizen Family Clinic & Surgery,17.12 km - Closing in 1 hr 44 min,110 Yishun Ring Road  #01-399,Singapore 760110,T +65 6758 6168
62,Royal Care Medical Yishun Junction 9,17.15 km - Closed,317 Yishun Ave 9 #01-03 Multi Storey Car Park,Singapore 760317,T +65 6710 7338
63,Yishun Ring Road Clinic,17.17 km - Closing in 9 hr 14 min,236 Yishun Ring Road #01-1010,Singapore 760236,T +65 6555 9108
64,Medivale Medical Clinic,17.17 km - Closing in 1 hr 14 min,236 Yishun Ring Road ##01-1012 Yishun Hearts,Singapore 760236,T +65 6257 0141 F +65 6257 0141
65,Foo Clinic,17.19 km - Closing in 5 hr 44 min,962 Jurong West St 91 #01-306,Singapore 640962,T +65 6791 8853
66,Apex Medical Centre (Jurong),17.19 km - Closing in 2 hr 13 min,960 Jurong West St 92 #01-172,Singapore 640960,T +65 6791 2292
67,Healthway Medical Clinic (JW St 92),17.19 km - Closing in 1 hr 43 min,960 Jurong West St 92 #01-166,Singapore 640960,T +65 6791 5680 F +65 6791 8133
68,Hamid Family Clinic & Surgery,17.2 km - Closing in 0 hr 43 min,156 Pasir Ris St 13 #01-35,Singapore 510156,T +65 6584 8804
69,S & L Family Clinic (Yishun 235),17.22 km - Closing in 1 hr 13 min,235 Yishun St 21 #01-446,Singapore 760235,T +65 6257 6885
70,Universal Medical Clinic (Yishun),17.22 km - Closing in 1 hr 13 min,235 Yishun St 21 #01-460,Singapore 760235,T +65 6758 9696
71,"Drs Oh, Lim, Wong & Partners",17.26 km - Closing in 5 hr 43 min,959 Jurong West St 92 #01-154,Singapore 640959,T +65 6791 3988
72,Pinnacle Family Clinic (Woodlands),17.26 km - Closing in 0 hr 43 min,Blk 573 Woodlands Drive 16  #01-06,Singapore 730573,T +65 6760 1623 F +65 6760 2158
73,HealthMatters - The Family Practice,17.27 km - Closed,1 Pasir Ris Close ##01-101 E!HUB@downtown east,Singapore 519599,T +65 6555 7555 F +65 6582 7064
74,My Family Clinic (Woodlands Glen),17.29 km - Closing in 0 hr 13 min,Blk 573 Woodlands Drive 16 ##01-09,Singapore 730573,T +65 6732 1520 F +65 6732 1521
75,Mydoctor@Admiralty Pte Ltd,17.29 km - Closing in 0 hr 13 min,Blk 693 Woodlands Avenue 6 ##01-03,Singapore 730693,T +65 6909 8365 F +65 6909 8367
76,Medipoint Medical Centre (Woodlands),17.34 km - Closed,548 Woodlands Dr 44 #02-24 Vista Point,Singapore 730548,T +65 6893 8776 F +65 6893 9025
77,SASCO Clinic,17.35 km - Closed,8 Changi North Way,Singapore 499611,T +65 6542 0403 F +65 6540 5670
78,Atrio Family Clinic,17.37 km - Closed,291 Yishun St 22 #01-349,Singapore 760291,T +65 6752 0838
79,Kong Clinic & Surgery,17.42 km - Closing in 1 hr 43 min,293 Yishun St 22 #01-223,Singapore 760293,T +65 6752 1401
80,Psalms Family Clinic,17.42 km - Closing in 1 hr 13 min,293 Yishun St 22 #01-217,Singapore 760293,T +65 6758 3309
81,Ong Clinic & Surgery (Yishun),17.42 km - Closing in 0 hr 43 min,Blk 293 Yishun Street 22 ##01-223,Singapore 760293,T +65 6710 7635 F +65 6710 7635
82,ProHealth Medical Group @ Punggol Northshore Pte Ltd,17.43 km - Closing in 7 hr 13 min,Blk 407 Northshore Drive (Northshore Plaza 1)  ##01-26,Singapore 820407,T +65 6908 7984 F +65 6908 7985
83,Northshore Family Clinic,17.43 km - Closed,Blk 421C Northshore Drive #01-04,Singapore 823421,T +65 6518 3176
84,Our Family Clinic & Surgery (Pasir Ris),17.44 km - Closed,221 Pasir Ris St 21 #01-116,Singapore 510221,T +65 6585 1859
85,Health Matters - The Family Practice,17.46 km - Closed,1 Pasir Ris Close #01-101 E!HUB@Downtown East,Singapore 519599,T +65 6555 7555
86,H S Lee Clinic & Surgery,17.48 km - Closing in 2 hr 13 min,173 Yishun Ave 7 #01-823,Singapore 760163,T +65 6755 0630
87,Sincere Medical & Dental Clinic,17.49 km - Closing in 1 hr 43 min,292 Yishun St 22 #01-285,Singapore 760292,T +65 6752 5078 F +65 6752 3239
88,Uniq Medical,17.49 km - Closed,"933, Upper Changi Road North, Liv @ Changi #02-02",Singapore 506785,T +65 9771 9608
89,RafflesMedical (Loyang Point),17.51 km - Closing in 2 hr 43 min,259 Pasir Ris St 21 #02-33 Loyang Point,Singapore 510259,T +65 6585 3333
90,Jubilee Family Physicians,17.51 km - Closing in 1 hr 13 min,258 Pasir Ris St 21 #02-327,Singapore 510258,T +65 6582 1883
91,Onecare Clinic Loyang,17.51 km - Closing in 0 hr 13 min,258 Pasir Ris St 21 #02-14 Loyang Point,Singapore 510258,T +65 6385 7435
92,A & A Clinic,17.51 km - Closed,570B Woodlands Avenue 1 ##01-07,Singapore 732570,T +65 6339 0883 F +65 6339 0883
93,Essential Family Clinic & Surgery,17.54 km - Closing in 1 hr 13 min,626A Woodlands Dr 52 #01-01,Singapore 731626,T +65 6366 8057
94,Woodgrove Medical,17.6 km - Closing in 0 hr 58 min,30 Woodlands Ave 1 #02-03/04 The Woodgrove,Singapore 739065,T +65 6366 8831 F +65 6366 9961
95,Changi Medical Centre,17.65 km - Closing in 1 hr 43 min,965 Upper Changi Road North #Changi Garden,Singapore 507665,T +65 6214 2410
96,Peace Family Clinic,17.73 km - Closing in 1 hr 43 min,371 Woodlands Ave 1 #01-821,Singapore 730371,T +65 6269 0466
97,Admiralty Family Medical Clinic,17.92 km - Closing in 1 hr 43 min,693 Woodlands Avenue 6 #01-08,Singapore 730693,T +65 6904 8894 F +65 6904 5737
98,Frontier Medical Associates (Woodlands),17.92 km - Closing in 1 hr 43 min,899C Woodlands Dr 50 #01-296,Singapore 732899,T +65 6366 3631 F +65 6366 3638
99,RafflesMedical,17.95 km - Open 24 Hrs,"10 Airport BoulevardArrival Hall, Passenger Terminal Building 4 #01-01",Singapore 819665,T +65 6584 3133
100,"Drs Koo, Fok & Associates Pte Ltd",17.97 km - Closed,55 Benoi Road ##01-12 Joo Koon Bus Interchange,Singapore 629907,T +65 6261 3629
101,Acumed Medical Group (Joo Koon),17.98 km - Closing in 2 hr 13 min,1 Joo Koon Circle #01-23 Fairprice Hub,Singapore 629117,T +65 6861 5755 F +65 6861 5355
102,Silver Cross Family Clinic,17.99 km - Closing in 9 hr 13 min,305 Woodlands St 31 #01-75,Singapore 730305,T +65 6363 3646
103,Woodlands Family Clinic,17.99 km - Closing in 1 hr 43 min,305 Woodlands St 31 #01-85,Singapore 730305,T +65 6365 4770 F +65 6365 8075
104,Doctors Clinic & Surgery,17.99 km - Closing in 1 hr 13 min,305 Woodlands St 31 #01-91,Singapore 730305,T +65 6269 1017
105,SATA CommHealth Medical Centre - Woodlands,18.02 km - Closing in 2 hr 13 min,900 South Woodlands Drive #04-01 Woodlands Civic Centre,Singapore 730900,T +65 6244 6688
106,RafflesMedical,18.03 km - Closing in 2 hr 43 min,"60 Airport Boulevard #B16-025, Passenger Terminal 2",Singapore 819643,T +65 6543 1118
107,888 Plaza Family Clinic,18.06 km - Closing in 6 hr 43 min,888 Woodlands Dr 50 #01-739 888 Plaza,Singapore 730888,T +65 6368 8762
108,Healthway Medical,18.06 km - Closing in 2 hr 12 min,Blk 446 Bukit Batok West Avenue 8 #01-03,Singapore 650446,T +65 6256 5980
109,Healthway Medical Clinic (Woodlands),18.06 km - Closing in 2 hr 12 min,888 Woodlands Dr 50 #02-737 888 Plaza,Singapore 730888,T +65 6364 9661
110,DA Clinic @ Sembawang,18.06 km - Closed,604 Sembawang Road #Sembawang Shopping Centre #B1-06,Singapore 758459,T +65 6219 3658
111,Victoria Medical House,18.06 km - Closed,888 Woodlands Dr 50 #02-739 888 Plaza,Singapore 730888,T +65 6364 7551 F +65 6364 7552
112,Onecare Clinic Woodlands,18.09 km - Closing in 0 hr 12 min,4 Woodlands Street 12 #02-57,Singapore 738623,T +65 6363 2919
113,Frontier Medical Associates (Admiralty),18.13 km - Closing in 0 hr 12 min,691 Woodlands Drive 73 #01-04,Singapore 730691,T +65 6745 0875 F +65 6745 1673
114,MyDoctor@Canberra,18.13 km - Closed,133 Canberra View  #03-10/11,Singapore 750133,T +65 6970 1002 F +65 6909 8367
115,Viva Medical Group (Canberra Plaza),18.15 km - Closed,133 Canberra View #02-14 Canberra Plaza,Singapore 750133,T +65 6782 8020 F +65 6784 8060
116,RafflesMedical (Causeway Point),18.16 km - Closing in 2 hr 42 min,1 Woodlands Square #05-02 Causeway Point,Singapore 738099,T +65 6894 0777 F +65 6894 2267
117,Admiralty Family Clinic,18.2 km - Closing in 2 hr 12 min,678A Woodlands Ave 6 #01-14,Singapore 731678,T +65 6894 2717
118,Shenton Medical Group (Woodlands Mrt),18.22 km - Closing in 2 hr 42 min,30 Woodlands Ave 2 #01-47/48/49 Woodlands Mrt Station,Singapore 738343,T +65 6363 9415
119,First Medical Clinic & Surgery,18.24 km - Closing in 1 hr 42 min,167 Woodlands St 11 #01-11,Singapore 730167,T +65 6368 0111
