,Clinic Name,Distance and Status,Address,Location,Contact Info
54,Onecare Clinic Choa Chu Kang,14.26 km - Closing in 0 hr 20 min,810 Choa Chu Kang Ave 7 #01-09,Singapore 680810,T +65 6766 6146
55,Shenton Clinic,14.31 km - Closing in 4 hr 50 min,498 Jurong West St 41 #01-464,Singapore 640498,T +65 6565 4442
56,Sunnyvale Clinic & Surgery,14.31 km - Closing in 4 hr 20 min,498 Jurong West St 41 #01-466,Singapore 640498,T +65 6567 0554
57,Praise Family Clinic,14.33 km - Closing in 1 hr 50 min,717 Tampines St 72 #01-75,Singapore 520717,T +65 6784 3785
58,Central 24-HR Clinic (Jurong West),14.35 km - Open 24 Hrs,492 Jurong West St 41 #01-54,Singapore 640492,T +65 6565 7484
59,EHA Clinic @ Jurong,14.35 km - Closing in 1 hr 50 min,Blk 492 Jurong West Street 41 ##01-40,Singapore 640492,T +65 6566 0257 F +65 6896 4173
60,Loi & Wong Clinic & Surgery,14.35 km - Closing in 0 hr 20 min,492 Jurong West St 41 #01-08,Singapore 640492,T +65 6562 6676
61,Royal Care Medical Family Clinic (CCK),14.4 km - Closed,818 Choa Chu Kang Ave 1 #01-13,Singapore 680818,T +65 9114 4993
62,My Doctor @ Lakeside,14.41 km - Closing in 5 hr 50 min,201 Boon Lay Way #01-05 Lakeside MRT Station,Singapore 649845,T +65 6265 7270
63,Tampines Family Medicine Clinic,14.42 km - Closing in 2 hr 20 min,1 Tampines Walk #03-34 Our Tampiness Hub,Singapore 528523,T +65 6702 6022
64,The People's Clinic,14.42 km - Closing in 1 hr 50 min,145 Teck Whye Ave #01-161,Singapore 680145,T +65 6769 3766
65,Medivene Clinic & Surgery,14.42 km - Closed,330 Anchorvale Street #01-05,Singapore 540330,T +65 6385 0441 F +65 6385 0442
66,Greenhealth Family Clinic,14.44 km - Closing in 1 hr 50 min,"138, Tampines Street 11 #01-142",Singapore 521138,T +65 6592 4458
67,Tampines Clinic & Surgery,14.44 km - Closing in 1 hr 50 min,139 Tampines St 11 #01-10,Singapore 521139,T +65 6781 0072
68,United Medical Practitioners Pte Ltd,14.44 km - Closing in 1 hr 50 min,139 Tampines St 11 #01-16,Singapore 521139,T +65 6781 2281
69,Street 11 Clinic,14.44 km - Closing in 1 hr 20 min,139 Tampines St 11 #01-18,Singapore 521139,T +65 6588 2139
70,Yang & Chin Medical & Dental Associates,14.44 km - Closed,139 Tampines St 11 #01-30,Singapore 521139,T +65 6781 9192
71,Crossroads Family Clinic,14.45 km - Closing in 1 hr 20 min,Blk 601B Tampines Ave 9  ##01-10,Singapore 522601,T +65 6592 7080 F +65 6592 7079
72,Chern Medical Clinic,14.47 km - Closing in 1 hr 20 min,138 Tampines St 11 #01-112,Singapore 521138,T +65 6781 0036
73,RC's Family Clinic Pte Ltd,14.47 km - Closing in 0 hr 20 min,635C Senja Road #Senja Gateway #01-03,Singapore 673635,T +65 6468 8006 F +65 6468 8004
74,PEAK Medical Clinic & Surgery,14.47 km - Closed,601B Tampines Avenue 9 #01-05,Singapore 522601,T +65 6513 6326
75,The Doctor's Clinic,14.5 km - Closing in 6 hr 50 min,429 Jurong West Ave 1 #01-318,Singapore 640429,T +65 6566 9901
76,Island Family Clinic (Keat Hong),14.54 km - Closed,803 Keat Hong Close #01-04,Singapore 680803,T +65 6891 0847
77,Pristine Medical Clinic,14.55 km - Closing in 8 hr 20 min,463 Jurong West St 41 #01-582,Singapore 640463,T +65 6569 3455
78,Shine Family Clinic,14.55 km - Closing in 2 hr 20 min,463 Jurong West St 41 #01-560,Singapore 640463,T +65 6563 7934
79,Harmony Family Clinic,14.55 km - Closing in 1 hr 50 min,235 Choa Chu Kang Central #B1-25,Singapore 680235,T +65 6762 3979
80,Healthway Tampines Clinic,14.56 km - Closing in 1 hr 50 min,710 Tampines St 71 #01-134,Singapore 520710,T +65 6260 9081
81,OneCare Clinic Keat Hong LRT,14.56 km - Closed,818 Choa Chu Kang Ave 1  #01-08,Singapore 680818,T +65 6970 0323
82,Healthmark Family Clinic (Compassvale),14.61 km - Closing in 1 hr 50 min,263 Compassvale Street #01-02/03,Singapore 540263,T +65 6881 0075
83,Icon Medical Clinic,14.62 km - Closed,517 Jurong West St 52 #01-101,Singapore 640517,T +65 6560 0521
84,Lakeside Family Medicine Clinic,14.65 km - Closing in 2 hr 50 min,518A Jurong West St 52 #01-02,Singapore 641518,T +65 6262 6434
85,Viva Medical Group,14.66 km - Closing in 1 hr 20 min,519A Tampines Central 8 #01-08,Singapore 521519,T +65 6635 7240
86,Evercare Medical Clinic,14.68 km - Closing in 1 hr 50 min,253 Choa Chu Kang Ave 1 #01-14A,Singapore 680253,T +65 6769 9655
87,Corporation Clinic (Choa Chu Kang),14.68 km - Closing in 1 hr 20 min,253 Choa Chu Kang Ave 1 #01-21,Singapore 680253,T +65 6764 3085
88,Island Family Clinic (Anchorvale),14.68 km - Closed,338 Anchorvale Crescent #01-02,Singapore 540338,T +65 6281 0174 F +65 9003 9246
89,Dayspring Medical Clinic (Tampines),14.71 km - Closing in 2 hr 20 min,2 Tampines Central 5 #B1-24 Century Square,Singapore 529509,T +65 6789 0123
90,Charis Clinic & Surgery,14.75 km - Closing in 1 hr 49 min,164 Tampines St 11 #01-295,Singapore 521164,T +65 6782 2332
91,Edgedale Medical Clinic (Tampines),14.76 km - Closed,614 Tampines North Drive 1 #01-01,Singapore 520614,T +65 6980 0440
92,Prohealth Medical Group @ Tampines,14.77 km - Closing in 7 hr 19 min,610 Tampines North Drive 1 #01-03,Singapore 520610,T +65 6970 7114 F +65 6970 7115
93,Pinnacle Family Clinic (Compassvale),14.78 km - Closing in 0 hr 19 min,Blk 289C Compassvale Crescent  #01-04,Singapore 543289,T +65 6386 1089
94,My Family Clinic (Rivervale),14.8 km - Closing in 7 hr 19 min,11 Rivervale Crescent #01-02B Rivervale Mall,Singapore 545082,T +65 6881 1978
95,RafflesMedical (Rivervale),14.8 km - Closing in 2 hr 49 min,11 Rivervale Crescent #02-17 Rivervale Mall,Singapore 545082,T +65 6385 2154
96,Faith Healthcare (Rivervale),14.8 km - Closing in 1 hr 49 min,11 Rivervale Crescent #02-15 Rivervale Mall,Singapore 545082,T +65 6315 7879
97,Northeast (Jurong West) Medical Centre,14.85 km - Closing in 8 hr 19 min,456 Jurong West St 41 #01-744,Singapore 640456,T +65 6563 0484
98,SATA Commhealth Medical Centre,14.86 km - Closing in 9 hr 19 min,500 Corporation Road #NKF Integrated Renal Centre #01-01,Singapore 649808,T +65 6244 6688 F +65 6244 3023
99,Q&M Medical & Aesthetic Clinic (Tampines One),14.87 km - Closing in 2 hr 19 min,"10, Tampines Central 1 #04-18/19",Singapore 529536,T +65 6781 3323
100,Northeast Medical Group (Tampines),14.88 km - Closing in 2 hr 19 min,20 Tampines Central 1 #01-25 Tampines MRT Station,Singapore 529538,T +65 6786 7848
101,OneCare Clinic Tampines MRT,14.88 km - Closing in 1 hr 19 min,20 Tampines Central 1 #01-27 Tampines MRT Station,Singapore 529538,T +65 6352 2639
102,Caring Family Clinic,14.89 km - Closing in 2 hr 19 min,501 Jurong West St 51 #01-271,Singapore 640501,T +65 6564 5677
103,Shifa Clinic Jurong,14.89 km - Closing in 1 hr 19 min,501 Jurong West St 51 #01-277,Singapore 640501,T +65 6469 8941
104,RCMC Rivervale Crescent Medical Centre,14.9 km - Closing in 6 hr 49 min,182A Rivervale Crescent #01-04,Singapore 541182,T +65 6886 0772 F +65 6886 0773
105,Kerry Medical,14.9 km - Closed,182 Jalan Jurong Kechil #01-65 The Hillford,Singapore 596152,T +65 6818 9945
106,JW Corporation Clinic,14.92 km - Closing in 1 hr 19 min,507 Jurong West St 52 #01-156,Singapore 640507,T +65 6564 6745
107,RafflesMedical (Tampines 1),14.93 km - Closing in 6 hr 49 min,10 Tampines Central 1 #03-28 Tampines One,Singapore 529536,T +65 6260 5116
108,Q & M Medical & Aesthetic Clinic (Tampines Central),14.93 km - Closing in 3 hr 19 min,10 Tampines Central 1 #04-18/19 Tampines One,Singapore 529536,T +65 6781 3323
109,Healthwerkz Medical Centre (CCK),14.95 km - Closed,225 Choa Chu Kang Central #01-199,Singapore 680225,T +65 6766 2827
110,Tayka Medical Family Clinic,14.96 km - Closing in 1 hr 19 min,526 Jurong West St 52 #01-323,Singapore 640526,T +65 6564 5528
111,TC Family Clinic,14.96 km - Closed,526 Jurong West St 52 #01-325,Singapore 640526,T +65 6566 6687
112,Bethesda Medcal @ Tampines,14.97 km - Closing in 2 hr 19 min,"Blk 406, Tampines Street 41 #01-31",Singapore 520406,T +65 6783 1806
113,Silver Cross Family Clinic (Jurong),15.01 km - Closing in 9 hr 19 min,502 Jurong West Ave 1 #01- 803,Singapore 640502,T +65 6899 2141
114,Idoc Clinic (Hong Kah) Pte Ltd,15.01 km - Closing in 3 hr 49 min,Blk 502 Jurong West Avenue 1 #01-813,Singapore 640502,T +65 6909 3485
115,Banyan Clinic @ JW,15.01 km - Closed,502 Jurong West Ave 1 #01-817,Singapore 640502,T +65 6899 1161
116,Chua Medical Centre,15.02 km - Closing in 3 hr 19 min,248 Simei St 3 #01-134,Singapore 520248,T +65 6785 3825
117,Simei Clinic & Surgery,15.02 km - Closing in 2 hr 19 min,248 Simei St 3 #01-132,Singapore 520248,T +65 6785 5021
118,Ruby Medical Centre,15.02 km - Closing in 1 hr 19 min,505 Tampines Central 1 #01-339,Singapore 520505,T +65 6783 7847
119,Simei Medical Centre,15.02 km - Closed,248 Simei St 3 #01-104,Singapore 520248,T +65 6781 4823
